Player;Club;Age;Position;Nation;Value;League;MP;Min;Gls;Ast;Yellow Cards;Red Cards;Total Shots;Total Shots on Target;Goal Creating Actions;Touches;Total Successful Dribbles;Total Tackles Won
Pedro Bigas;Elche CF;31;Defender;Spain;1080000;La Liga;21;1529;0;0;1;0;10;1;1;808;4;12
Abdoulaye Bamba;SCO Angers;31;Defender;Cote d'Ivoire;1080000;Ligue 1;16;1347;0;0;2;0;1;1;0;999;5;17
Vincent Manceau;SCO Angers;32;Defender;France;1080000;Ligue 1;27;2309;0;0;4;0;7;3;1;1802;8;24
Sergio Leon;Real Valladolid CF;32;attack;Spain;1080000;La Liga;28;748;2;0;0;0;19;5;2;239;8;3
Mikel Balenziaga;Athletic Bilbao;33;Defender;Spain;1080000;La Liga;23;1689;0;1;0;0;3;1;2;1111;9;15
Asmir Begovic;Everton FC;34;Goalkeeper;Bosnia-Herzegovina;1080000;Premier League;;;;;;;;;;;;
Alberto Perea;Cádiz CF;30;attack;Spain;1080000;La Liga;27;1549;2;3;0;0;29;6;8;755;67;16
Nick Woltemade;SV Werder Bremen;19;attack;Germany;1080000;Bundesliga;6;147;0;1;1;0;5;3;1;72;2;1
Ivan Alejo;Cádiz CF;26;attack;Spain;1080000;La Liga;22;827;1;1;5;0;13;3;2;367;15;15
Pablo Insua;SD Huesca;27;Defender;Spain;1080000;La Liga;20;1587;0;0;9;0;4;0;1;903;3;18
Mexer;FC Girondins Bordeaux;32;Defender;Mozambique;1080000;Ligue 1;9;712;0;0;3;0;1;0;0;529;5;3
Pablo Piatti;Elche CF;32;attack;Argentina;1080000;La Liga;9;361;0;0;1;0;4;3;0;178;3;6
Jimmy Briand;FC Girondins Bordeaux;36;attack;France;990000;Ligue 1;24;571;1;2;2;0;12;3;3;249;2;5
Mads Pedersen;FC Augsburg;25;Defender;Denmark;990000;Bundesliga;15;887;0;0;1;0;1;0;1;556;14;16
Aaron Lennon;Burnley FC;34;attack;England;990000;Premier League;;;;;;;;;;;;
Assane Diousse;AS Saint-Étienne;23;midfield;Senegal;990000;Ligue 1;;;;;;;;;;;;
Alessandro Deiola;Cagliari;26;midfield;Italy;900000;Serie A;24;975;0;0;3;0;11;2;1;501;3;13
Alberto Paleari;Benevento Calcio;29;Goalkeeper;Italy;900000;Serie A;3;206;0;0;0;0;0;0;0;85;0;0
Neeskens Kebano;Fulham FC;29;attack;DR Congo;900000;Premier League;5;119;0;0;0;0;6;0;0;67;3;1
Diego Gonzalez;Elche CF;26;Defender;Spain;900000;La Liga;19;1280;1;0;5;0;6;2;0;861;6;12
Ashley Young;Aston Villa;36;Defender;England;900000;Premier League;26;1425;1;4;4;0;15;5;4;801;6;9
Gerard Gumbau;Elche CF;26;midfield;Spain;900000;La Liga;;;;;;;;;;;;
Ivor Pandur;Hellas Verona;21;Goalkeeper;Croatia;900000;Serie A;4;332;0;0;0;0;0;0;0;110;0;0
Josan;Elche CF;31;attack;Spain;900000;La Liga;33;1926;4;2;3;0;15;8;3;1058;40;26
Dimitry Bertaud;Montpellier HSC;23;Goalkeeper;France;900000;Ligue 1;9;745;0;0;0;0;0;0;0;334;0;0
Andrea Ranocchia;Inter Milan;33;Defender;Italy;900000;Serie A;8;703;0;1;2;0;9;2;1;547;0;7
Adrian;Liverpool FC;34;Goalkeeper;Spain;900000;Premier League;3;270;0;0;0;0;0;0;0;113;0;0
Helibelton Palacios;Elche CF;28;Defender;Colombia;900000;La Liga;11;743;0;0;0;0;0;0;1;411;6;20
Anaitz Arbilla;SD Eibar;34;Defender;Spain;900000;La Liga;34;2807;0;1;8;0;27;2;3;2213;28;30
Raoul Bellanova;Cagliari;21;Defender;Italy;900000;Serie A;;;;;;;;;;;;
Bilal Benkhedim;AS Saint-Étienne;20;midfield;France;900000;Ligue 1;;;;;;;;;;;;
Alvaro Tejero;SD Eibar;25;Defender;Spain;900000;La Liga;;;;;;;;;;;;
Anastasios Donis;Stade Reims;25;attack;Greece;900000;Ligue 1;3;97;0;0;0;1;1;0;0;30;1;0
David Button;West Bromwich Albion;32;Goalkeeper;England;900000;Premier League;1;90;0;0;0;0;0;0;0;39;0;0
Josema;Elche CF;25;Defender;Spain;900000;La Liga;29;1966;0;1;3;0;6;0;1;1246;8;29
Stefan Bajic;AS Saint-Étienne;19;Goalkeeper;France;900000;Ligue 1;1;90;0;0;0;0;0;0;0;38;0;0
Thomas Fontaine;FC Lorient;30;Defender;Madagascar;900000;Ligue 1;4;320;0;0;0;0;2;1;0;133;0;2
Victor Diaz;Granada CF;33;Defender;Spain;900000;La Liga;17;828;0;2;3;0;5;1;3;490;1;16
Daam Foulon;Benevento Calcio;22;Defender;Belgium;900000;Serie A;23;1021;0;1;4;0;1;0;1;574;5;8
Ignasi Miquel;SD Huesca;28;Defender;Spain;900000;La Liga;;;;;;;;;;;;
Kelechi Nwakali;SD Huesca;23;midfield;Nigeria;900000;La Liga;5;141;0;0;1;0;0;0;0;96;3;6
Kiko Olivas;Real Valladolid CF;33;Defender;Spain;900000;La Liga;5;177;0;0;1;0;0;0;0;122;0;4
Martin Caceres;Cagliari;34;Defender;Uruguay;900000;Serie A;29;2238;2;2;4;0;15;6;4;1227;2;13
Dante;OGC Nice;37;Defender;Brazil;900000;Ligue 1;9;774;2;1;2;0;6;2;1;757;0;7
Gaetan Paquiez;Nîmes Olympique;27;Defender;France;900000;Ligue 1;16;1046;0;0;1;0;5;0;0;590;6;13
Paul Baysse;FC Girondins Bordeaux;33;Defender;France;900000;Ligue 1;31;2614;2;2;5;1;11;2;3;1968;3;24
Kike Perez;Real Valladolid CF;24;midfield;Spain;900000;La Liga;24;1159;0;0;3;0;16;4;3;682;19;17
Paul Lasne;Stade Brestois 29;32;midfield;France;900000;Ligue 1;22;1681;0;0;4;1;5;1;2;1238;3;36
Gaetan Poussin;FC Girondins Bordeaux;22;Goalkeeper;France;900000;Ligue 1;;;;;;;;;;;;
David Ferreiro;SD Huesca;33;attack;Spain;900000;La Liga;37;2527;2;4;5;0;28;13;11;1340;41;14
Dimitri Lienard;RC Strasbourg Alsace;33;midfield;France;900000;Ligue 1;34;1829;2;4;2;0;28;8;7;1348;15;31
Emrehan Gedikli;Bayer 04 Leverkusen;18;attack;Germany;900000;Bundesliga;1;25;0;0;0;0;0;0;0;7;0;0
Aaron Escandell;Granada CF;25;Goalkeeper;Spain;900000;La Liga;5;450;0;0;1;0;0;0;0;177;0;0
Pablo Martinez;Nîmes Olympique;32;Defender;France;900000;Ligue 1;7;540;0;1;1;0;0;0;1;365;0;8
Pablo Martinez;Levante UD;23;midfield;Spain;540000;La Liga;7;540;0;1;1;0;0;0;1;365;0;8
Thomas Mangani;SCO Angers;34;midfield;France;900000;Ligue 1;35;2691;3;3;3;0;23;5;6;2313;12;49
Gabriele Moncini;Benevento Calcio;25;attack;Italy;900000;Serie A;10;357;0;0;0;0;8;1;0;135;3;1
Kevin Long;Burnley FC;31;Defender;Ireland;900000;Premier League;8;637;0;0;2;0;2;0;0;315;0;8
Wayne Hennessey;Burnley FC;34;Goalkeeper;Wales;900000;Premier League;;;;;;;;;;;;
Enzo Ebosse;SCO Angers;22;Defender;France;900000;Ligue 1;6;260;0;0;1;0;0;0;0;180;0;3
Ismael Traore;SCO Angers;35;Defender;Cote d'Ivoire;900000;Ligue 1;34;2993;3;3;3;0;12;5;3;1986;14;33
Dani Escriche;SD Huesca;23;attack;Spain;900000;La Liga;23;857;1;1;5;1;10;1;3;408;19;13
Jonas Ramalho;CA Osasuna;28;Defender;Angola;900000;La Liga;5;304;0;0;0;0;2;1;0;160;3;2
Fabio Quagliarella;UC Sampdoria;38;attack;Italy;900000;Serie A;33;2204;13;1;1;0;77;25;4;792;16;8
Senou Coulibaly;Dijon FCO;26;Defender;Mali;900000;Ligue 1;22;1934;2;0;6;1;5;3;1;1206;8;23
Ralf Fahrmann;FC Schalke 04;32;Goalkeeper;Germany;900000;Bundesliga;22;1876;0;0;2;0;1;0;0;906;0;0
Gianluigi Buffon;Parma Calcio 1913;43;Goalkeeper;Italy;900000;Serie A;8;720;0;0;0;0;0;0;0;318;0;0
Matteo Ahlinvi;Dijon FCO;22;midfield;Benin;900000;Ligue 1;20;899;2;0;0;0;11;6;0;464;18;19
Noah Joel Sarenren Bazee;FC Augsburg;25;attack;Nigeria;900000;Bundesliga;5;36;0;1;1;0;0;0;1;28;1;1
Anderson Lucoqui;1.FSV Mainz 05;24;Defender;Angola;900000;Bundesliga;21;1604;0;0;5;0;8;2;2;992;13;24
Lilian Egloff;VfB Stuttgart;19;midfield;Germany;900000;Bundesliga;2;16;0;0;0;0;0;0;0;7;1;0
Daan Dierckx;Parma Calcio 1913;18;Defender;Belgium;900000;Serie A;7;471;0;0;1;0;0;0;0;258;0;5
Mohamed Sankoh;VfB Stuttgart;17;attack;Netherlands;900000;Bundesliga;1;17;0;0;0;0;1;0;0;4;0;0
Marc-Aurele Caillard;FC Metz;27;Goalkeeper;France;900000;Ligue 1;5;361;0;0;1;0;0;0;0;112;0;0
Claudio Bravo;Real Betis Balompié;38;Goalkeeper;Chile;900000;La Liga;20;1800;0;0;3;0;0;0;0;701;3;0
Fabian Kunze;Arminia Bielefeld;23;midfield;Germany;900000;Bundesliga;26;1270;0;0;6;0;7;1;0;736;13;27
Darko Churlinov;FC Schalke 04;21;attack;North Macedonia;900000;Bundesliga;14;216;0;1;0;0;3;0;2;141;7;1
Jose Fontan;Celta de Vigo;21;Defender;Spain;900000;La Liga;14;652;0;0;3;1;5;3;0;434;4;7
Simon Terodde;FC Schalke 04;33;attack;Germany;900000;Bundesliga;;;;;;;;;;;;
Gary Medel;Bologna FC 1909;34;midfield;Chile;900000;Serie A;11;511;0;1;1;0;0;0;1;387;2;7
Aurelien Scheidler;Dijon FCO;23;attack;France;900000;Ligue 1;10;342;1;0;1;0;7;2;1;113;1;1
Pasquale Schiattarella;Parma Calcio 1913;34;midfield;Italy;900000;Serie A;29;2247;1;1;13;1;9;6;1;1559;13;35
Tom Heaton;Manchester United;35;Goalkeeper;England;900000;Premier League;;;;;;;;;;;;
Jean Onana;FC Girondins Bordeaux;21;midfield;Cameroon;810000;Ligue 1;;;;;;;;;;;;
Filippo Melegoni;Genoa CFC;22;midfield;Italy;810000;Serie A;14;389;0;0;1;0;4;1;0;306;9;3
Miguel Veloso;Hellas Verona;35;midfield;Portugal;810000;Serie A;21;1316;2;2;1;0;10;2;3;980;12;15
Rober Correa;SD Eibar;28;Defender;Spain;810000;La Liga;15;1136;0;2;3;0;6;0;2;764;12;17
Antonio Sivera;Deportivo Alavés;25;Goalkeeper;Spain;810000;La Liga;;;;;;;;;;;;
Jean-Philippe Krasso;AS Saint-Étienne;24;attack;France;810000;Ligue 1;6;223;0;0;0;0;4;3;1;86;4;3
Sven Ulreich;Bayern Munich;33;Goalkeeper;Germany;810000;Bundesliga;;;;;;;;;;;;
Luis Perez;Real Valladolid CF;26;Defender;Spain;810000;La Liga;22;1297;0;0;1;0;2;0;0;792;3;23
Dani Raba;Villarreal CF;25;attack;Spain;810000;La Liga;5;150;0;0;0;0;6;1;1;115;4;2
Giuseppe Cuomo;FC Crotone;23;Defender;Italy;810000;Serie A;13;801;0;0;4;0;2;0;0;614;4;14
Andreas Luthe;1.FC Union Berlin;34;Goalkeeper;Germany;810000;Bundesliga;31;2768;0;0;1;0;0;0;0;1211;0;0
Fernando Forestieri;Udinese Calcio;31;attack;Italy;810000;Serie A;19;552;1;1;1;0;11;3;3;279;12;9
Dion Lopy;Stade Reims;19;midfield;Senegal;720000;Ligue 1;4;256;0;0;0;0;3;0;1;128;6;1
Daniel Fuzato;AS Roma;24;Goalkeeper;Brazil;720000;Serie A;5;450;0;0;0;0;0;0;0;166;0;0
John Ruddy;Wolverhampton Wanderers;34;Goalkeeper;England;720000;Premier League;2;91;0;0;0;0;0;0;0;24;0;0
Sam McQueen;Southampton FC;26;Defender;England;720000;Premier League;;;;;;;;;;;;
David Gil;Cádiz CF;27;Goalkeeper;Spain;720000;La Liga;4;360;0;0;0;0;0;0;0;132;0;0
Kevin Vazquez;Celta de Vigo;28;Defender;Spain;720000;La Liga;8;562;0;0;3;0;1;0;1;431;4;12
Makoto Hasebe;Eintracht Frankfurt;37;midfield;Japan;720000;Bundesliga;29;2288;0;0;5;0;2;1;1;1892;6;39
Marcin Bulka;OGC Nice;21;Goalkeeper;Poland;720000;Ligue 1;1;90;0;0;0;0;0;0;0;32;0;0
Tachi;Deportivo Alavés;23;Defender;Spain;720000;La Liga;12;850;0;0;5;1;3;0;1;435;1;7
Federico Fazio;AS Roma;34;Defender;Argentina;720000;Serie A;6;406;1;0;2;0;3;2;0;365;3;4
Coke;Levante UD;34;Defender;Spain;720000;La Liga;17;835;0;0;1;0;10;2;0;556;5;11
Cheick Traore;Dijon FCO;26;Defender;Mali;720000;Ligue 1;;;;;;;;;;;;
Paul Nebel;1.FSV Mainz 05;18;attack;Germany;720000;Bundesliga;4;51;0;0;0;0;0;0;0;34;1;0
Fabien Lemoine;FC Lorient;34;midfield;France;720000;Ligue 1;30;1934;1;0;8;0;17;3;0;1681;7;44
Jean-Louis Leca;RC Lens;35;Goalkeeper;France;720000;Ligue 1;37;3313;0;0;2;0;0;0;0;1112;0;0
Kiko Casilla;Elche CF;34;Goalkeeper;Spain;720000;La Liga;3;270;0;0;0;0;0;0;0;104;0;0
Kingsley Schindler;1. FC Köln;28;attack;Germany;720000;Bundesliga;;;;;;;;;;;;
Chema;Getafe CF;29;Defender;Spain;720000;La Liga;10;557;0;0;3;1;3;1;0;218;0;4
Jordan Marie;Dijon FCO;29;midfield;France;720000;Ligue 1;24;1432;0;0;2;0;10;1;0;897;14;29
Gonzalo Verdu;Elche CF;32;Defender;Spain;720000;La Liga;33;2944;0;2;11;0;12;4;2;1865;10;24
Antonio Barragan;Elche CF;34;Defender;Spain;720000;La Liga;27;2235;0;3;8;0;5;0;6;1521;9;14
Benno Schmitz;1. FC Köln;26;Defender;Germany;720000;Bundesliga;12;416;0;1;0;0;4;1;1;303;0;6
Andrea Masiello;Genoa CFC;35;Defender;Italy;720000;Serie A;30;2563;0;0;6;0;5;0;0;1654;2;22
Pierrick Capelle;SCO Angers;34;midfield;France;720000;Ligue 1;35;2053;3;3;2;0;29;5;4;1471;26;32
Daniel Brosinski;1.FSV Mainz 05;33;Defender;Germany;720000;Bundesliga;21;1430;2;1;0;0;7;1;4;977;9;7
Tom Lacoux;FC Girondins Bordeaux;19;midfield;France;720000;Ligue 1;13;523;0;0;4;1;3;0;0;294;6;14
Pepe Reina;SS Lazio;39;Goalkeeper;Spain;720000;Serie A;29;2610;0;0;1;0;0;0;0;1174;1;0
Amadou Traore;FC Girondins Bordeaux;19;attack;France;720000;Ligue 1;19;304;0;1;0;0;3;1;1;173;8;4
Sekou Mara;FC Girondins Bordeaux;19;attack;France;720000;Ligue 1;8;229;1;2;0;0;4;4;2;100;5;3
Botond Balogh;Parma Calcio 1913;19;Defender;Hungary;720000;Serie A;3;165;0;0;1;0;0;0;0;105;1;3
Bingourou Kamara;RC Strasbourg Alsace;24;Goalkeeper;Senegal;720000;Ligue 1;8;720;0;0;0;0;0;0;0;265;0;0
Simone Iacoponi;Parma Calcio 1913;34;Defender;Italy;720000;Serie A;16;1193;0;0;3;1;4;2;1;838;3;16
Vanja Milinkovic-Savic;Torino FC;24;Goalkeeper;Serbia;720000;Serie A;5;450;0;0;0;1;0;0;0;189;0;1
Molla Wague;FC Nantes;30;Defender;Mali;720000;Ligue 1;;;;;;;;;;;;
Ramon Azeez;Granada CF;28;midfield;Nigeria;720000;La Liga;;;;;;;;;;;;
Fabian Klos;Arminia Bielefeld;33;attack;Germany;720000;Bundesliga;34;2709;5;2;4;0;52;19;6;1137;11;14
Naomichi Ueda;Nîmes Olympique;26;Defender;Japan;720000;Ligue 1;9;711;0;0;0;0;2;1;0;428;1;2
Carlos Akapo;Cádiz CF;28;Defender;Equatorial Guinea;720000;La Liga;13;865;1;0;3;1;2;1;0;462;10;13
German Sanchez;Granada CF;34;Defender;Spain;720000;La Liga;34;2638;3;1;11;1;14;5;1;1230;3;11
Vito Mannone;AS Monaco;33;Goalkeeper;Italy;720000;Ligue 1;9;810;0;0;0;0;0;0;0;299;0;0
Marcin Kaminski;FC Schalke 04;29;Defender;Poland;720000;Bundesliga;5;219;0;0;0;0;0;0;1;233;0;1
Anthony Ujah;1.FC Union Berlin;30;attack;Nigeria;720000;Bundesliga;;;;;;;;;;;;
Son;Levante UD;27;Defender;Spain;720000;La Liga;28;1106;0;0;3;0;8;5;1;766;12;12
Peter Pekarik;Hertha BSC;34;Defender;Slovakia;720000;Bundesliga;23;1692;3;1;4;0;9;5;1;1103;8;11
Joshua Brenet;TSG 1899 Hoffenheim;27;Defender;Netherlands;720000;Bundesliga;1;1;0;0;0;0;0;0;0;2;1;0
Karim Aribi;Nîmes Olympique;27;attack;Algeria;720000;Ligue 1;13;294;0;0;0;0;9;2;0;105;3;0
Pietro Terracciano;ACF Fiorentina;31;Goalkeeper;Italy;720000;Serie A;4;272;0;0;0;0;0;0;0;95;0;0
Oscar Duarte;Levante UD;32;Defender;Costa Rica;720000;La Liga;29;2060;1;0;2;0;6;3;1;1423;3;14
Lukasz Teodorczyk;Udinese Calcio;30;attack;Poland;675000;Serie A;;;;;;;;;;;;
Federico Mattiello;Atalanta BC;26;Defender;Italy;675000;Serie A;;;;;;;;;;;;
Samuel Moutoussamy;FC Nantes;25;midfield;DR Congo;675000;Ligue 1;;;;;;;;;;;;
Andres Tello;Benevento Calcio;24;midfield;Colombia;675000;Serie A;17;413;1;0;3;0;7;3;0;254;3;8
Damir Ceter;Cagliari;23;attack;Colombia;675000;Serie A;;;;;;;;;;;;
Hugo Magnetti;Stade Brestois 29;23;midfield;France;630000;Ligue 1;13;603;0;0;4;0;9;1;0;427;6;16
Riza Durmisi;SS Lazio;27;Defender;Denmark;630000;Serie A;;;;;;;;;;;;
Niklas Tauer;1.FSV Mainz 05;20;midfield;Germany;630000;Bundesliga;5;69;0;0;0;0;0;0;0;37;0;0
Sebastien De Maio;Udinese Calcio;34;Defender;France;630000;Serie A;15;853;0;0;1;0;5;1;0;466;2;13
Danijel Petkovic;SCO Angers;28;Goalkeeper;Montenegro;630000;Ligue 1;;;;;;;;;;;;
Romain Philippoteaux;Stade Brestois 29;33;attack;France;630000;Ligue 1;20;795;2;1;0;0;12;4;3;357;13;8
Stefanos Kapino;Arminia Bielefeld;27;Goalkeeper;Greece;630000;Bundesliga;;;;;;;;;;;;
Emmanuel Riviere;FC Crotone;31;attack;Martinique;630000;Serie A;21;640;1;1;2;0;11;3;3;225;2;3
Jacob Barrett Laursen;Arminia Bielefeld;26;Defender;Denmark;630000;Bundesliga;16;1108;0;1;1;0;2;0;1;701;11;13
Florian Flick;FC Schalke 04;21;midfield;Germany;630000;Bundesliga;4;360;1;0;1;0;1;1;1;148;0;7
Marcel Schmelzer;Borussia Dortmund;33;Defender;Germany;630000;Bundesliga;;;;;;;;;;;;
Pedro Mosquera;SD Huesca;33;midfield;Spain;630000;La Liga;27;2050;0;0;1;0;8;1;3;1390;9;24
Francesco Bardi;Bologna FC 1909;29;Goalkeeper;Italy;630000;Serie A;;;;;;;;;;;;
Roberto;Real Valladolid CF;35;Goalkeeper;Spain;630000;La Liga;13;1170;0;0;0;1;0;0;0;441;0;0
Oier Sanjurjo;CA Osasuna;35;midfield;Spain;630000;La Liga;32;2084;0;2;10;0;15;4;4;1081;7;32
Tobias Raschl;Borussia Dortmund;21;midfield;Germany;630000;Bundesliga;;;;;;;;;;;;
Nehuen Paz;FC Crotone;28;Defender;Argentina;585000;Serie A;6;363;1;0;0;0;2;1;0;285;1;6
Nathan de Medina;Arminia Bielefeld;23;Defender;Belgium;585000;Bundesliga;16;639;0;1;5;1;0;0;1;415;5;17
Vincent Laurini;Parma Calcio 1913;32;Defender;France;540000;Serie A;14;870;0;0;1;0;1;0;2;584;1;13
Alvaro Jimenez;Cádiz CF;26;attack;Spain;540000;La Liga;;;;;;;;;;;;
Javi Lopez;Deportivo Alavés;19;Defender;Spain;540000;La Liga;9;248;0;0;1;1;1;1;0;183;4;5
Denis Odoi;Fulham FC;33;Defender;Belgium;540000;Premier League;3;270;0;0;1;0;2;1;0;213;0;0
Bastian Oczipka;1.FC Union Berlin;32;Defender;Germany;540000;Bundesliga;27;1922;0;2;1;0;7;0;3;1340;13;23
Inigo Perez;CA Osasuna;33;midfield;Spain;540000;La Liga;22;1347;0;0;4;1;9;2;2;757;1;14
Mattia Sprocati;Parma Calcio 1913;28;attack;Italy;540000;Serie A;;;;;;;;;;;;
Bobby Adekanye;SS Lazio;22;attack;Netherlands;540000;Serie A;;;;;;;;;;;;
Juan Perez;CA Osasuna;25;Goalkeeper;Spain;540000;La Liga;3;270;0;0;0;0;0;0;0;95;0;0
Matthieu Dreyer;FC Lorient;32;Goalkeeper;France;540000;Ligue 1;15;1350;0;0;1;0;0;0;0;400;0;0
Tim Ream;Fulham FC;33;Defender;United States;540000;Premier League;7;630;0;0;0;0;0;0;0;492;1;4
Lucas Dias;Nîmes Olympique;22;Goalkeeper;France;540000;Ligue 1;;;;;;;;;;;;
Simone Colombi;Parma Calcio 1913;30;Goalkeeper;Italy;540000;Serie A;2;180;0;0;0;0;0;0;0;54;0;0
Julian Pollersbeck;Olympique Lyon;27;Goalkeeper;Germany;540000;Ligue 1;;;;;;;;;;;;
Ciprian Tatarusanu;AC Milan;35;Goalkeeper;Romania;540000;Serie A;;;;;;;;;;;;
Pavao Pervan;VfL Wolfsburg;33;Goalkeeper;Austria;540000;Bundesliga;2;180;0;0;0;0;0;0;0;80;0;0
Miguel Atienza;SD Eibar;22;midfield;Spain;540000;La Liga;12;838;0;0;1;0;5;0;0;413;3;19
Jon Ander Garrido;Cádiz CF;31;midfield;Spain;540000;La Liga;23;800;0;0;1;0;5;1;2;327;3;15
Andres Fernandez;SD Huesca;34;Goalkeeper;Spain;540000;La Liga;16;1440;0;0;0;0;0;0;0;601;3;0
Luca Plogmann;SV Werder Bremen;21;Goalkeeper;Germany;495000;Bundesliga;;;;;;;;;;;;
Daniel Congre;Dijon FCO;36;Defender;France;450000;Ligue 1;38;3292;2;0;4;0;13;3;2;1859;4;36
Goran Pandev;Genoa CFC;38;attack;North Macedonia;450000;Serie A;29;1404;7;3;5;0;19;10;7;630;12;5
Jonas Michelbrink;Hertha BSC;20;midfield;Germany;450000;Bundesliga;2;39;0;0;1;0;0;0;0;21;0;0
Jules Keita;RC Lens;23;attack;Guinea;450000;Ligue 1;;;;;;;;;;;;
Jacopo Sala;Spezia Calcio;29;Defender;Italy;450000;Serie A;6;375;0;0;1;0;0;0;1;311;3;5
Orestis Karnezis;LOSC Lille;36;Goalkeeper;Greece;450000;Ligue 1;;;;;;;;;;;;
Jan Moravek;FC Augsburg;31;midfield;Czech Republic;450000;Bundesliga;5;267;0;0;0;0;1;0;0;168;0;2
Marco Sau;Benevento Calcio;33;attack;Italy;450000;Serie A;24;785;4;2;1;1;10;5;4;360;7;3
Giuseppe Di Serio;Benevento Calcio;20;attack;Italy;450000;Serie A;16;292;0;0;1;0;5;2;1;119;4;2
Antonino Ragusa;Hellas Verona;31;attack;Italy;450000;Serie A;;;;;;;;;;;;
Jose Mari;Cádiz CF;33;midfield;Spain;450000;La Liga;22;1451;1;0;5;0;16;3;1;638;21;22
Eren Dinkci;SV Werder Bremen;19;attack;Germany;450000;Bundesliga;8;108;1;0;0;1;3;2;0;56;1;0
Christian Gross;SV Werder Bremen;32;midfield;Germany;450000;Bundesliga;23;1468;0;1;8;1;7;1;1;1023;8;34
Romain Salin;Stade Rennais FC;37;Goalkeeper;France;450000;Ligue 1;15;1350;0;0;2;0;0;0;0;579;0;0
Hamadi Al Ghaddioui;VfB Stuttgart;30;attack;Morocco;450000;Bundesliga;6;46;0;0;0;0;1;0;0;22;0;0
Yehvann Diouf;Stade Reims;21;Goalkeeper;France;450000;Ligue 1;2;135;0;0;0;0;0;0;0;52;1;0
Ihsan Sacko;OGC Nice;24;midfield;France;450000;Ligue 1;;;;;;;;;;;;
Fabian Bredlow;VfB Stuttgart;26;Goalkeeper;Germany;450000;Bundesliga;1;90;0;0;0;0;0;0;0;41;0;0
Kelyan Guessoum;Nîmes Olympique;22;Defender;France;450000;Ligue 1;15;1128;0;0;2;0;5;2;1;693;1;8
Simone Edera;Torino FC;24;attack;Italy;450000;Serie A;;;;;;;;;;;;
Rune Jarstein;Hertha BSC;36;Goalkeeper;Norway;450000;Bundesliga;8;720;0;0;0;0;0;0;0;309;0;0
Billy Sharp;Sheffield United;35;attack;England;450000;Premier League;16;735;3;0;1;0;7;3;0;200;7;5
Suleiman Abdullahi;1.FC Union Berlin;24;attack;Nigeria;450000;Bundesliga;;;;;;;;;;;;
Fode Doucoure;Stade Reims;20;Defender;Mali;450000;Ligue 1;7;333;0;0;0;0;3;2;0;237;3;1
Samuel Mraz;Spezia Calcio;24;attack;Slovakia;450000;Serie A;;;;;;;;;;;;
Alex Cordaz;Inter Milan;38;Goalkeeper;Italy;450000;Serie A;36;3240;0;0;1;0;0;0;0;1527;1;0
Mathias Suarez;Montpellier HSC;25;Defender;Uruguay;450000;Ligue 1;;;;;;;;;;;;
Dennis Jastrzembski;Hertha BSC;21;attack;Germany;405000;Bundesliga;;;;;;;;;;;;
Valon Behrami;Genoa CFC;36;midfield;Switzerland;360000;Serie A;26;892;0;0;3;1;4;1;1;304;3;14
Ilia Gruev;SV Werder Bremen;21;midfield;Bulgaria;360000;Bundesliga;1;1;0;0;0;0;0;0;0;0;0;0
Sebastien Cibois;Stade Brestois 29;23;Goalkeeper;France;360000;Ligue 1;3;270;0;0;0;0;0;0;0;97;1;0
Mato Jajalo;Udinese Calcio;33;midfield;Bosnia-Herzegovina;360000;Serie A;;;;;;;;;;;;
Adam Szalai;1.FSV Mainz 05;33;attack;Hungary;360000;Bundesliga;18;733;1;0;1;0;15;6;0;326;12;7
Josip Stanisic;Bayern Munich;21;Defender;Croatia;360000;Bundesliga;1;90;0;0;0;0;2;0;0;72;0;1
Yannick Cahuzac;RC Lens;36;midfield;France;360000;Ligue 1;30;2252;1;0;9;0;8;2;2;1090;7;20
Tobias Sippel;Borussia Mönchengladbach;33;Goalkeeper;Germany;360000;Bundesliga;4;344;0;0;0;0;0;0;0;166;0;0
Blendi Idrizi;FC Schalke 04;23;midfield;Kosovo;360000;Bundesliga;3;238;1;0;1;0;4;1;0;106;0;5
Julien Faussurier;Stade Brestois 29;34;Defender;France;360000;Ligue 1;17;955;0;3;2;0;7;3;5;708;6;15
Jeremy Morel;FC Lorient;37;Defender;Madagascar;360000;Ligue 1;28;2493;0;0;1;0;7;1;0;1512;6;23
Joscha Wosz;RB Leipzig;19;midfield;Germany;360000;Bundesliga;2;34;0;0;0;0;0;0;0;21;0;1
Francesco Magnanelli;US Sassuolo;36;midfield;Italy;360000;Serie A;10;440;0;0;2;0;2;0;0;466;1;8
Quini;Granada CF;31;Defender;Spain;360000;La Liga;19;1191;1;0;5;0;8;3;1;666;15;23
Toni Moya;Deportivo Alavés;23;midfield;Spain;360000;La Liga;;;;;;;;;;;;
Will Norris;Burnley FC;28;Goalkeeper;England;360000;Premier League;2;180;0;0;0;0;0;0;0;57;0;0
Federico Peluso;US Sassuolo;37;Defender;Italy;360000;Serie A;7;207;0;0;1;0;0;0;0;182;0;1
Gennaro Acampora;Benevento Calcio;27;midfield;Italy;360000;Serie A;14;441;0;0;2;0;9;0;0;290;5;7
Daniele Padelli;Udinese Calcio;35;Goalkeeper;Italy;360000;Serie A;;;;;;;;;;;;
Alexandre Letellier;Paris Saint-Germain;30;Goalkeeper;France;360000;Ligue 1;;;;;;;;;;;;
